Trial_Name;Dataset;Pruned;accuracy;precision;recall;f1;f2;mcc;S;test_accuracy;test_precision;test_recall;test_f1;test_f2;test_mcc;test_S;mcc_normalized;test_mcc_normalized
BERT_CNN_Trial_48_2025-01-04_07-40-05;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,945151258;0,916201117;0,904411765;0,91026827;0,9067453;0,870813407;0,921076002;0,935255867;0,911004785;0,875;0,892639475;0,881971466;0,846672141;0,902653768;0,935406703;0,92333607
BERT_CNN_Trial_49_2025-01-04_07-47-06;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,942324003;0,899638336;0,914522059;0,907019143;0,911506046;0,865281133;0,922073306;0,944020356;0,913568773;0,903492647;0,908502773;0,905490052;0,868206401;0,919796626;0,932640566;0,934103201
model_CNN_trial_23_2025-01-04_07-51.bin;forschungsprojekt_datensatz.xls;;;;;;;;;0,777638191;0,465373961;0,510638298;0,486956522;0,500894454;0,346011671;0,586950145;;
model_CNN_trial_23_2025-01-04_07-51.bin;annotated_comments_gutefrage_final.csv;;;;;;;;;0,77438317;0,661778185;0,398564725;0,497502153;0,433009476;0,382816485;0,562208859;;
BERT_CNN_fixed_params2025-01-04_22-15-36;Dataset_anonymized_annotated_comments_same_annotation_final.csv;;0,948826689;0,91040724;0,924632353;0,91746466;0,921751878;0,880440889;0,930986161;0,942041278;0,910697674;0,899816176;0,905224226;0,901971623;0,863515731;0,916864744;0,940220444;0,931757865
model_CNN_fixed_params.bin;annotated_comments_gutefrage_final.csv;;;;;;;;;0,773300333;0,645622896;0,423406017;0,51141857;0,454707138;0,386058575;0,573868213;;
BERT_CNN_fixed_params2025-01-04_22-48-59;Dataset_anonymized_annotated_comments_same_annotation_final.csv;;0,948826689;0,920296571;0,912683824;0,916474389;0,914196281;0,879604991;0,926999388;0,944868533;0,924026591;0,894301471;0,908921065;0,900092507;0,86964545;0,917457616;0,939802495;0,934822725
BERT_CNN_fixed_params2025-01-04_22-56-52;Dataset_anonymized_annotated_comments_same_annotation_final.csv;;0,948261238;0,921714818;0,909007353;0,915316983;0,911520737;0,878115305;0,925289195;0,94628216;0,933397683;0,888786765;0,910546139;0,897364514;0,872729214;0,91686456;0,939057653;0,936364607
model_CNN_fixed_params.bin;annotated_comments_gutefrage_final.csv;;;;;;;;;0,770902622;0,63628866;0,425890146;0,510251323;0,456050127;0,380941378;0,573260408;;
BERT_CNN_Trial_0_2025-01-04_23-29-51;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,926666667;0,857142857;0,964285714;0,907563025;0,940766551;0,851174061;0,933176791;0,906666667;0,89010989;0,952941176;0,920454545;0,939675174;0,810621027;0,922492844;0,925587031;0,905310513
BERT_CNN_Trial_1_2025-01-04_23-30-11;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,833333333;0,696202532;0,982142857;0,814814815;0,907590759;0,70411615;0,879824417;0,873333333;0,83;0,976470588;0,897297297;0,943181818;0,751529361;0,909473249;0,852058075;0,87576468
BERT_CNN_Trial_2_2025-01-04_23-30-25;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,626666667;0,5;0,982142857;0,662650602;0,823353293;0,434272179;0,770244691;0,733333333;0,682926829;0,988235294;0,807692308;0,90712743;0,500756641;0,828752875;0,717136089;0,75037832
BERT_CNN_Trial_3_2025-01-04_23-30-35;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,64;0,509433962;0,964285714;0,666666667;0,818181818;0,436737059;0,768275174;0,733333333;0,68907563;0,964705882;0,803921569;0,893246187;0,483983964;0,817619085;0,71836853;0,741991982
BERT_CNN_Trial_4_2025-01-04_23-30-46;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,453333333;0,405797101;1;0,577319588;0,773480663;0,227604669;0,693641499;0,62;0,598591549;1;0,748898678;0,881742739;0,27142735;0,758728207;0,613802334;0,635713675
BERT_Extra_Layer_Trial_0_2025-01-04_23-57-56;Dataset_anonymized_annotated_comments_same_annotation_final.csv;0;0,906666667;0,828125;0,946428571;0,883333333;0,920138889;0,811122743;0,91285013;0,926666667;0,920454545;0,952941176;0,936416185;0,946261682;0,85057685;0,935775054;0,905561371;0,925288425
